gene,immune_cells,cor,p.value
RS,ACOT4,-0.0160898991199707,0.783526133981594
RS,ACOT6,0.0755697346566443,0.196329656635127
RS,ACOT7,-0.0117623941244749,0.840830866065438
RS,ACOT8,-0.0755697346566443,0.196329656635125
RS,ACOT9,0.0265191944837301,0.650655288311508
RS,ACOX1,-0.00849170668410549,0.884722888272278
RS,ACOX2,-0.0676913335314178,0.24725287532864
RS,ACOX3,0.0209380735247746,0.72070033871253
RS,ACOXL,-0.0124717274732955,0.831371522923484
RS,ACP1,-0.0289119037604576,0.621498813642317
RS,ACP2,0.0261204096042755,0.655568430754172
RS,ACP5,-0.109863303435876,0.0599124592558251
RS,ACP6,-0.0287667893357051,0.623250972490086
RS,ACPP,0.0221409771754822,0.705380263906842
RS,ACPT,-0.105861547120274,0.0699072738761035
RS,ACR,0.0620110487551884,0.289254411721454
RS,ACRBP,-0.0356331351417917,0.542808505169066
RS,ACRC,-0.112326606203497,0.0543686215309335
RS,ACRV1,-0.0416730199030044,0.476583219706954
RS,ACSBG1,0.0201102408355474,0.731309151793868
RS,ACSBG2,-0.0519185956211845,0.375065712710849
RS,ACSF2,0.00138381107346764,0.981150654829579
RS,ACSF3,0.0215425289825103,0.712987651379174
RS,ACSL1,0.0510207032998454,0.383391762836952
RS,ACSL3,0.0474496532132851,0.417605289659835
RS,ACSL4,-0.0548102642380606,0.349015381387112
RS,ACSL5,0.0630777647185733,0.281022714554041
RS,ACSL6,-0.029478628573244,0.614676493548203
RS,ACSM1,-0.105808783481148,0.0700476366319055
RS,ACSM2A,0.0830451902548204,0.155515459922635
RS,ACSM2B,-0.00197064221409643,0.973159788633511
RS,ACSM3,-0.0835753943857972,0.152884514532712
RS,ACSM4,-0.0293106886399122,0.616694760916961
RS,ACSM5,0.101889536700647,0.0811345203391008
RS,ACSM6,-0.0906885223125619,0.120767852580487
RS,ACSS1,0.0386923122156469,0.508704530893809
RS,ACSS2,0.065201327790825,0.265110421387957
RS,ACSS3,-0.0061907699545035,0.915821647093589
RS,ACTA1,0.0544220835198351,0.352444400128296
RS,ACTA2,-0.0445857800939318,0.446293428388409
RS,ACTB,-0.0720782501845764,0.217865815833044
RS,ACTBL2,0.00565189775116692,0.92312522950598
RS,ACTC1,0.0450998268626654,0.44106340217538
RS,ACTG1,0.035292461831731,0.546675311670035
RS,ACTG2,-0.0700572442179528,0.231078158843794
RS,ACTL10,0.00929278230062764,0.873934655533966
RS,ACTL6A,-0.00511441335556,0.930416431752327
RS,ACTL6B,-0.0214490716387484,0.714178258758143
RS,ACTL7A,0.0570999356567252,0.329220402361955
RS,ACTL7B,-0.0349336304575555,0.550762842592775
RS,ACTL8,0.0645385325116582,0.270009162884828
RS,ACTL9,-0.0104534932573587,0.858344944444687
RS,ACTN1,0.0812992460676031,0.164420881749754
RS,ACTN2,-0.0417137326772707,0.476152269311738
RS,ACTN3,-0.0113379340666323,0.846502315513723
RS,ACTN4,-0.00972236373714971,0.868158862600013
RS,ACTR10,0.0408224266672954,0.485635296831256
RS,ACTR1A,-0.0413802535131673,0.479688443538247
RS,ACTR1B,-0.0311511573727107,0.594736528044384
RS,ACTR2,0.0356331351417917,0.542808505169067
RS,ACTR3,-0.0747257979672525,0.2013872673714
RS,ACTR3B,-0.0376851711084585,0.519807566597044
RS,ACTR3BP2,0.0168646789900279,0.773379181916975
RS,ACTR5,-0.0252424705541218,0.666437047159548
RS,ACTR6,-0.0367307868262945,0.530442582196459
RS,ACTR8,0.0236477065691572,0.686357704385942
RS,ACTRT1,0.0510738521246539,0.382895806618135
RS,ACTRT2,0.0316171465533572,0.58923379802763
RS,ACTRT3,-0.0198473618703769,0.73468882296563
RS,ACVR1,-0.147078129528074,0.0115742121848942
RS,ACVR1B,-0.00198989034251898,0.972897728341227
RS,ACVR1C,-0.0571486242087966,0.328807488898587
RS,ACVR2A,-0.0879386472264225,0.132497448622578
RS,ACVR2B,-0.0835753943857972,0.152884514532712
RS,ACVRL1,0.0307327508455709,0.599697173840222
RS,ACY1,0.0499056827255929,0.393886562846311
RS,ACY3,-0.0167234527482826,0.775225946767635
RS,ACYP1,0.0306317638798467,0.600897265632959
RS,ACYP2,0.0643595964798827,0.271342205969937
RS,ADA,-0.046649649091623,0.425508351713985
RS,ADAD1,-0.0379755552932287,0.516593570924027
RS,ADAD2,0.0605972480834653,0.30041119529404
RS,ADAL,-0.0388815257468223,0.506632469109527
RS,ADAM10,0.0354909290431285,0.544420963415905
RS,ADAM11,0.00790409336768364,0.892650041528463
RS,ADAM12,-0.0842527083371627,0.149572768058007
RS,ADAM15,-0.072667431644806,0.214117789355846
RS,ADAM17,0.100256422642156,0.0861542735963233
RS,ADAM18,0.00722917154219025,0.901768160285011
RS,ADAM19,0.0796018530979133,0.173439771091797
RS,ADAM2,0.0075611086913268,0.897282039114543
RS,ADAM20,-0.0271036665396792,0.643481680826996
RS,ADAM21,-0.0984247816975843,0.0920780268964612
RS,ADAM21P1,0.0319893060017672,0.58485593140234
RS,ADAM22,-0.112162848741415,0.0547234638932304
RS,ADAM23,-0.0428931918276314,0.463760218077812
RS,ADAM28,0.0488628628551883,0.403856707588382
RS,ADAM29,-0.0444134770184128,0.44805430687077
RS,ADAM30,-0.0282669140306525,0.629302840154561
RS,ADAM32,-0.069190553673382,0.23691427169878
RS,ADAM33,-0.0692132257129146,0.236760294723494
RS,ADAM7,-0.0115094016671929,0.844210270739664
RS,ADAM8,0.00854356636804302,0.884023818266352
RS,ADAM9,0.0255902422959167,0.662123242445354
RS,ADAMDEC1,0.0118238532845786,0.840010349127145
RS,ADAMTS1,0.00176670246735733,0.975936568303567
RS,ADAMTS10,0.0326294224462751,0.577361375257927
RS,ADAMTS12,0.0604137094910254,0.301880211113147
RS,ADAMTS13,-0.0626882691577318,0.284009866799397
RS,ADAMTS14,-0.0224939140465887,0.700907421389401
RS,ADAMTS15,0.0434396639685134,0.458079831123064
RS,ADAMTS16,-0.00526939557845576,0.928313409276791
RS,ADAMTS17,-0.00209457499219247,0.971472514716812
RS,ADAMTS18,0.0284272101882584,0.627359448914339
RS,ADAMTS19,-0.00781255083587087,0.893885970889178
RS,ADAMTS2,0.00972601312528733,0.868109825503645
RS,ADAMTS20,-0.0600135696736686,0.305099333972925
RS,ADAMTS3,0.0414361574542424,0.479094652108908
RS,ADAMTS4,-0.0772972708388452,0.186266660230409
RS,ADAMTS5,0.00846921161089141,0.885026150292365
RS,ADAMTS6,-0.00985321107048217,0.866400974094682
RS,ADAMTS7,0.0150451845978556,0.797266198851778
RS,ADAMTS7P1,0.06648737362228,0.255779855415458
RS,ADAMTS8,-0.0913497092803025,0.118071863305154
RS,ADAMTS9,-0.086756037077563,0.137804021864106
RS,ADAMTSL1,-0.00335799279155131,0.95428036285244
RS,ADAMTSL2,0.0508527531977073,0.38496155347762
RS,ADAMTSL3,-0.0028448682157147,0.961260683436248
RS,ADAMTSL4,0.00101274622261976,0.986204458135197
RS,ADAMTSL5,0.06986795581583,0.232344032343136
RS,ADAP1,-0.0907235600759187,0.12062379385371
RS,ADAP2,-0.0475795424289976,0.416330312217861
RS,ADAR,0.022394931208437,0.702160819095786
RS,ADARB1,0.0474245602061018,0.417851863240267
RS,ADARB2,-0.0410718835425567,0.48297100404124
RS,ADAT1,0.0117017448145241,0.841640739689947
RS,ADAT2,-0.0815515078484631,0.163111077472528
RS,ADAT3,-0.0592407054981538,0.311380945985495
RS,ADCK1,-0.0143269036017952,0.806749686589058
RS,ADCK2,-0.126215414347377,0.0304963139761139
RS,ADCK3,0.0459786785069372,0.43220319799843
RS,ADCK4,-0.0289119037604576,0.621498813642317
RS,ADCK5,-0.0608564804369834,0.298344426339756
RS,ADCY1,0.110242233963098,0.0590304688126077
RS,ADCY10,-0.02606571517577,0.656243445567531
RS,ADCY2,-0.0564108761266665,0.33509993316934
RS,ADCY3,0.0167168717753951,0.775312034726647
RS,ADCY4,0.00221697249085849,0.969806267384788
RS,ADCY5,-0.0124900410234387,0.831127617182073
RS,ADCY6,-0.0455875219104113,0.436133943083174
RS,ADCY7,-0.139758978721527,0.0164876143575637
RS,ADCY8,0.00728725318815206,0.900982959065665
RS,ADCY9,0.0439303443666923,0.453012641356736
RS,ADCYAP1,0.0321797982399413,0.582620928144091
RS,ADCYAP1R1,-0.0566896703331615,0.332713011420976
RS,ADD1,0.00651931208831358,0.911372191540471
RS,ADD2,-0.0554744574750203,0.343197266473952
RS,ADD3,-0.0349933420317092,0.550081617882824
RS,ADGB,0.0721607596895654,0.217338131926459
RS,ADGRA1,-0.122339743692467,0.0360258767980718
RS,ADGRA1-AS1,-0.0602309963929569,0.303347336520838
RS,ADGRA2,-0.113292004936799,0.0523153320648036
RS,ADGRA3,-0.00840175922396903,0.88593559400683
RS,ADGRB1,0.0162473030335719,0.781461655500224
RS,ADGRB2,0.0358180261653417,0.540715593474708
RS,ADGRB3,-0.0205850224843503,0.725218345308407
RS,ADGRD1,-0.0663801279208746,0.25654915946353
RS,ADGRE1,-0.0895696791263952,0.125438806410614
RS,ADGRE2,0.108530990907814,0.0631002430742055
RS,ADGRE3,0.0224160551853469,0.701893263077676
RS,ADGRE4P,0,1
RS,ADGRE5,-0.0717723701930559,0.219830043703401
RS,ADGRF1,-0.0380381929548287,0.515901638089505
RS,ADGRF2,0.0457197557542485,0.43480283252767
RS,ADGRF3,0.015221921808144,0.794937230621702
RS,ADGRF4,0.0643176225017394,0.271655553312872
RS,ADGRF5,-0.0905206883299007,0.121459764875622
RS,ADGRG1,-0.0548016464703954,0.349091277433819
RS,ADGRG2,-0.0594419467887384,0.309737203509302
RS,ADGRG3,-0.112326606203497,0.0543686215309335
RS,ADGRG4,0.0196391905369721,0.737368787399702
RS,ADGRG5,-0.0787112179929731,0.178316739155983
RS,ADGRG6,-0.1006280714572,0.0849905276169758
RS,ADGRG7,-0.0293133029346844,0.61666332072066
RS,ADGRL1,-0.0842717076929448,0.149480661617935
RS,ADGRL2,-0.0268993775288804,0.645985341535517
RS,ADGRL3,-0.0348040386069395,0.552242721773915
RS,ADGRL4,-0.0150994902606292,0.796550389622415
RS,ADGRV1,-0.0654504375131658,0.263285092178519
RS,ADH1A,-0.00635427113872606,0.913607009104807
RS,ADH1B,0.108437573132854,0.0633288967257956
RS,ADH1C,-0.0237122801030509,0.685546756679861
RS,ADH4,-0.0656001126702796,0.262192520009512
RS,ADH5,-0.0274944901115833,0.638703170487633
RS,ADH6,-0.0301082583988214,0.607135633016636
RS,ADH7,0.021733775930275,0.710553415400149
RS,ADHFE1,-0.0435710971815433,0.456719444871749
RS,ADI1,0.0497324154617275,0.395532781582465
RS,ADIPOQ,-0.00578238075209152,0.92135611815498
RS,ADIPOR1,-0.0380548045203601,0.515718217143012
RS,ADIPOR2,0.0365648373648892,0.532302965032484
RS,ADIRF,-0.0316922255393362,0.58834940247105
RS,ADK,-0.048528974236611,0.407080425794322
RS,ADM,0.00618116563154611,0.915951758881122
RS,ADM2,-0.0671145388378663,0.251312957463442
RS,ADNP,-0.0143287500798364,0.806725270560305
RS,ADNP2,-0.0709486476099222,0.225182409316427
RS,ADO,-0.080881623727685,0.166606577939433
RS,ADORA1,0.0860074825822093,0.141246208600124
RS,ADORA2A,0.0302215334646727,0.605783349761791
RS,ADORA2B,-0.0136520356169448,0.815685846588269
RS,ADORA3,0.0428614681565974,0.464091168859378
RS,ADPGK,0.0892258042107464,0.12690220983616
RS,ADPRH,-0.0265191944837301,0.650655288311512
RS,ADPRHL1,-0.0522290091158703,0.372213339615348
RS,ADPRHL2,0.0166057328816117,0.776766294815959
RS,ADPRM,-0.0456608686975503,0.435395321115293
RS,ADRA1A,-0.0291038981687937,0.619183888852687
RS,ADRA1B,-0.0645367859493711,0.270022152844416
RS,ADRA1D,-0.0723794556210076,0.21594390284657
RS,ADRA2A,-0.087564955936103,0.134156971574266
RS,ADRA2B,-0.0444537440540201,0.44764244030682
RS,ADRA2C,0.00759412892189212,0.896835947827584
RS,ADRB1,0.0164400043966168,0.778936308472378
RS,ADRB2,-0.0240931098915936,0.680771453987637
RS,ADRB3,0.00170480445185333,0.976779411215479
RS,ADRBK1,-0.133936832754397,0.0216122479063088
RS,ADRBK2,-0.0844912849293846,0.148419301417024
RS,ADRM1,0.0181447120151837,0.756700017230353
RS,ADSL,-0.0544341360455512,0.352337615355675
RS,ADSS,0.0553286535737855,0.344469150204529
RS,ADSSL1,-0.0750717507356194,0.199302698014143
RS,ADTRP,0.0412742350235498,0.480815629645634
RS,AEBP1,0.0358640600873539,0.540195127748941
RS,AEBP2,-0.0540358081925385,0.355877566979823
RS,AEN,-0.0162597801132448,0.781298073907427
RS,AES,-0.0671145388378663,0.251312957463442
RS,AF064858.6,0.053636566286642,0.359447948713316
RS,AF254983.1,0.0117017448145241,0.841640739689947
RS,AFAP1,-0.0585821686937528,0.316799822105442
RS,AFAP1L1,-0.103458716240063,0.0765364180053341
RS,AFAP1L2,0.00344862387466876,0.953047804747832
RS,AFF1,-0.00926007658220718,0.874374667188165
RS,AFF2,-0.0783610227073204,0.180261906456523
RS,AFF3,0.0035033041895011,0.952304221169576
RS,AFF4,-0.104429341732603,0.0737996369224395
RS,AFG3L2,-0.015221921808144,0.794937230621699
RS,AFM,-0.00328598706463193,0.955259698867538
RS,AFMID,0.00138381107346764,0.981150654829579
RS,AFP,0.00578238075209152,0.92135611815498
RS,AFTPH,-0.0246330276762054,0.674023114740571
RS,AGA,0.0215425289825103,0.712987651379174
RS,AGAP1,0.0218640775056459,0.70889658544203
RS,AGAP10P,-0.0540358081925385,0.355877566979823
RS,AGAP2,0.038503491951218,0.510776682832708
RS,AGAP3,-0.018056033808165,0.757851988929929
RS,AGAP4,-0.0201990826944884,0.730168135360885
RS,AGAP5,0.0155218536245628,0.790989024023926
RS,AGAP6,-0.0197064221409643,0.736502909322906
RS,AGAP7P,0.100620907969195,0.0850128385379523
RS,AGAP9,-0.0174814511838419,0.765328950981685
RS,AGBL1,-0.0712640692429222,0.22312203291412
RS,AGBL2,-0.0658285044702845,0.26053135822045
RS,AGBL4,0.0309058281577305,0.597642901623879
RS,AGBL5,-0.032511446617944,0.578739262424325
RS,AGER,-0.028513118881003,0.626318969469311
RS,AGFG1,-0.0850117491946306,0.145926439117258
RS,AGFG2,0.0584282980317006,0.318074788863507
RS,AGGF1,-0.0210547795866177,0.719208968786766
RS,AGK,0.0709431197074716,0.225218638455208
RS,AGL,0.101551505961974,0.082153674941297
RS,AGMAT,0.0439360015825976,0.45295440424008
RS,AGMO,0.0807769933523169,0.167157567310304
RS,AGO1,0.0161670563579891,0.782513964533886
RS,AGO2,0.0346359208135959,0.554165438533138
RS,AGO3,-0.0286717112357152,0.624400128778253
RS,AGO4,-0.0563086899776587,0.335977550639251
RS,AGPAT1,0.0134921579663095,0.817806386921901
RS,AGPAT2,0.0444645140591865,0.447532316893983
RS,AGPAT3,0.0214531988266275,0.714125665476848
RS,AGPAT4,-0.0493200131898505,0.399467633318428
RS,AGPAT5,0.084412475481526,0.148799578231293
RS,AGPAT6,-0.0841553470323964,0.150045439311441
RS,AGPAT9,-0.0241264852070025,0.680353556776361
RS,AGPS,0.0719284408145198,0.218826252274673
RS,AGR2,0.00292543620363103,0.960164462856778
RS,AGR3,0.0449738598876983,0.442341776381758
RS,AGRN,-0.0233913107511551,0.689581193677316
RS,AGRP,0.058854287903975,0.314553228500058
RS,AGT,0.00883398670505818,0.880110619037376
RS,AGTPBP1,-0.0105922019007683,0.856485472142795
RS,AGTR1,-0.0304438436162881,0.603133308253466
RS,AGTR2,-0.0121893175151293,0.835134781473849
RS,AGTRAP,0.0110704885877411,0.850079891164219
RS,AGXT,0.118967738947662,0.0415072937505081
RS,AGXT2,0.0605811059833557,0.300540203845619
RS,AHCTF1,-0.00191001497246488,0.973985237861934
RS,AHCY,0.0576244150811879,0.324790034192547
RS,AHCYL1,-0.0613822383673245,0.294181815390642
RS,AHCYL2,0.0367307868262945,0.530442582196459
RS,AHDC1,0.0296190114107192,0.612991624881122
RS,AHI1,-0.099052319272056,0.0900128794692276
RS,AHNAK,-0.0117073903678508,0.841565345389051
RS,AHNAK2,-0.0812735708316502,0.164554634431372
RS,AHR,-0.0214307340782987,0.714411952959886
RS,AHRR,-0.0272110417599175,0.642167355729224
RS,AHSA1,-0.0187528489703867,0.748814640886025
RS,AHSA2,-0.0492499326126416,0.400138614009886
