gene,immune_cells,cor,p.value
NUTM2A-AS1,Monocyte,-0.25023205023205,1.409295870645e-05
NUTM2A-AS1,Natural killer cell,-0.201726379692481,0.000491448487059856
NUTM2A-AS1,Natural killer T cell,-0.191075667346854,0.000971560554275355
NUTM2A-AS1,Neutrophil,-0.243646265680164,2.38570230042642e-05
NUTM2A-AS1,Plasmacytoid dendritic cell,-0.0612612612612613,0.293301311690902
NUTM2A-AS1,Regulatory T cell,-0.23341569612756,5.25547310150161e-05
NUTM2A-AS1,T follicular helper cell,-0.221499465567262,0.000126403213559201
NUTM2A-AS1,Type 1 T helper cell,-0.214400070332274,0.000208724602817883
NUTM2A-AS1,Type 17 T helper cell,-0.209550382431738,0.000291363760688308
NUTM2A-AS1,Type 2 T helper cell,-0.231735587667791,5.96404142012539e-05
MIR181A2HG,Activated B cell,-0.127221887783894,0.0286370765267031
MIR181A2HG,Activated CD4 T cell,-0.125570004011731,0.0307879422096985
MIR181A2HG,Activated CD8 T cell,-0.286024831931268,5.58365264093262e-07
MIR181A2HG,Activated dendritic cell,-0.104331961082185,0.0730858432138542
MIR181A2HG,CD56bright natural killer cell,-0.182218512295911,0.00164313817859201
MIR181A2HG,CD56dim natural killer cell,-0.177909270399511,0.00212300054987127
MIR181A2HG,Central memory CD4 T cell,-0.21677897471232,0.000170855342675785
MIR181A2HG,Central memory CD8 T cell,-0.247682157202911,1.62806902116214e-05
MIR181A2HG,Effector memeory CD4 T cell,-0.294236128687793,2.5311625897036e-07
MIR181A2HG,Effector memeory CD8 T cell,-0.12329762272179,0.0339711466632834
MIR181A2HG,Eosinophil,-0.289995368247493,3.8205594874174e-07
MIR181A2HG,Gamma delta T cell,-0.237052261993419,3.78840161726054e-05
MIR181A2HG,Immature  B cell,-0.134907080381049,0.0202419641719667
MIR181A2HG,Immature dendritic cell,-0.18723524166784,0.00121066791587777
MIR181A2HG,Macrophage,-0.185400586441895,0.00135495441903289
MIR181A2HG,Mast cell,-0.236210587880936,4.04381158892555e-05
MIR181A2HG,MDSC,-0.172696813622646,0.00287265361098356
MIR181A2HG,Memory B cell,-0.225385427979048,9.16415895367373e-05
MIR181A2HG,Monocyte,-0.256570402407243,7.80057651545374e-06
MIR181A2HG,Natural killer cell,-0.17258113548734,0.00289172868546318
MIR181A2HG,Natural killer T cell,-0.217610469148896,0.000161045306189082
MIR181A2HG,Neutrophil,-0.241579904209276,2.65619356804902e-05
MIR181A2HG,Plasmacytoid dendritic cell,-0.115304263572181,0.0474802357971476
MIR181A2HG,Regulatory T cell,-0.216983956368081,0.000168386313171299
MIR181A2HG,T follicular helper cell,-0.243695888660284,2.24474108742248e-05
MIR181A2HG,Type 1 T helper cell,-0.238912829121672,3.27683022407796e-05
MIR181A2HG,Type 17 T helper cell,-0.252768756168564,1.07213298304994e-05
MIR181A2HG,Type 2 T helper cell,-0.165841264611901,0.00422299135235536
CCNT2-AS1,Activated B cell,-0.076632564768158,0.188467713818735
CCNT2-AS1,Activated CD4 T cell,-0.153310012632046,0.00829167747916063
CCNT2-AS1,Activated CD8 T cell,-0.235487259216073,4.49100560727658e-05
CCNT2-AS1,Activated dendritic cell,-0.185165905504889,0.00139725687818399
CCNT2-AS1,CD56bright natural killer cell,-0.16647186477695,0.0041184284223803
CCNT2-AS1,CD56dim natural killer cell,-0.0942748603765553,0.105484981665468
CCNT2-AS1,Central memory CD4 T cell,-0.169968581832989,0.00339094157698945
CCNT2-AS1,Central memory CD8 T cell,-0.265600577464984,3.90222981985501e-06
CCNT2-AS1,Effector memeory CD4 T cell,-0.20186796966458,0.000486902391327999
CCNT2-AS1,Effector memeory CD8 T cell,0.00347404415201025,0.952514439403715
CCNT2-AS1,Eosinophil,-0.227350000231356,8.26182254589981e-05
CCNT2-AS1,Gamma delta T cell,-0.233331945196352,5.28882553996624e-05
CCNT2-AS1,Immature  B cell,-0.143012349792011,0.0138481475013031
CCNT2-AS1,Immature dendritic cell,-0.158417894011114,0.00635738044904268
CCNT2-AS1,Macrophage,-0.177619530161903,0.00218870615416362
CCNT2-AS1,Mast cell,-0.190765187375357,0.000990544882538765
CCNT2-AS1,MDSC,-0.102326054868428,0.0788144529480151
CCNT2-AS1,Memory B cell,-0.212501098941777,0.00023805375707757
CCNT2-AS1,Monocyte,-0.217873651771957,0.000163628465463841
CCNT2-AS1,Natural killer cell,-0.182802833650291,0.00161102918937859
CCNT2-AS1,Natural killer T cell,-0.206102712882374,0.000367698941514875
CCNT2-AS1,Neutrophil,-0.317554842978572,2.78596702278788e-08
CCNT2-AS1,Plasmacytoid dendritic cell,-0.135771364584924,0.0195093111980842
CCNT2-AS1,Regulatory T cell,-0.281315213518603,9.66819334733934e-07
CCNT2-AS1,T follicular helper cell,-0.187496587496587,0.00121223074581092
CCNT2-AS1,Type 1 T helper cell,-0.204266207656038,0.000415597588032635
CCNT2-AS1,Type 17 T helper cell,-0.257839040889888,7.53748421112782e-06
CCNT2-AS1,Type 2 T helper cell,-0.214255241373885,0.00021083649884878
DLG3-AS1,Activated B cell,-0.155681260831051,0.00728582728797327
DLG3-AS1,Activated CD4 T cell,-0.216093820874629,0.000179356175145786
DLG3-AS1,Activated CD8 T cell,-0.27366852682241,1.75284867166959e-06
DLG3-AS1,Activated dendritic cell,-0.206608549211537,0.000345873914402517
DLG3-AS1,CD56bright natural killer cell,-0.243469650300627,2.28566598311292e-05
DLG3-AS1,CD56dim natural killer cell,-0.197629029142559,0.00062727284913554
DLG3-AS1,Central memory CD4 T cell,-0.123239123807648,0.0340566576938623
DLG3-AS1,Central memory CD8 T cell,-0.248241668772819,1.5556261539979e-05
DLG3-AS1,Effector memeory CD4 T cell,-0.259193296155719,6.24541915693509e-06
DLG3-AS1,Effector memeory CD8 T cell,-0.172885606687211,0.0028417673691268
DLG3-AS1,Eosinophil,-0.263577093596381,4.28387319298113e-06
DLG3-AS1,Gamma delta T cell,-0.317812358323004,2.26654263440831e-08
DLG3-AS1,Immature  B cell,-0.243413198613086,2.29598726372719e-05
DLG3-AS1,Immature dendritic cell,-0.337265517305786,2.62765962023061e-09
DLG3-AS1,Macrophage,-0.275836364167724,1.43984417704299e-06
DLG3-AS1,Mast cell,-0.268656820037545,2.74439179180034e-06
DLG3-AS1,MDSC,-0.206188400586234,0.000355845790374
DLG3-AS1,Memory B cell,-0.242813052393903,2.40847721449952e-05
DLG3-AS1,Monocyte,-0.271390562414517,2.15141704762711e-06
DLG3-AS1,Natural killer cell,-0.281588883671874,8.47329551263617e-07
DLG3-AS1,Natural killer T cell,-0.287895277520173,4.67307525348863e-07
DLG3-AS1,Neutrophil,-0.213351286841401,0.000217504074380678
DLG3-AS1,Plasmacytoid dendritic cell,-0.208219735900199,0.000309995018552381
DLG3-AS1,Regulatory T cell,-0.166865635745368,0.00399028142756361
DLG3-AS1,T follicular helper cell,-0.252218736431938,1.12215400901413e-05
DLG3-AS1,Type 1 T helper cell,-0.300868523123281,1.31164212540583e-07
DLG3-AS1,Type 17 T helper cell,-0.286721822769326,5.22604745485354e-07
DLG3-AS1,Type 2 T helper cell,-0.243426154738095,2.29361455107418e-05
LINC01134,Activated B cell,-0.1951799256884,0.000750210218977829
LINC01134,Activated CD4 T cell,-0.19768227395346,0.000639194219184428
LINC01134,Activated CD8 T cell,-0.218632037276105,0.000155081479111755
LINC01134,Activated dendritic cell,-0.147897203829407,0.0108982512594219
LINC01134,CD56bright natural killer cell,-0.290367717486362,4.16412375322268e-07
LINC01134,CD56dim natural killer cell,-0.157763618780568,0.00658017131085081
LINC01134,Central memory CD4 T cell,-0.112167020641597,0.0539273080389525
LINC01134,Central memory CD8 T cell,-0.205249471351166,0.000389274762310396
LINC01134,Effector memeory CD4 T cell,-0.209189004104258,0.000298609102206019
LINC01134,Effector memeory CD8 T cell,-0.0974893229130517,0.0940876268224877
LINC01134,Eosinophil,-0.214639292605394,0.00020527954849822
LINC01134,Gamma delta T cell,-0.272759199877844,2.08835059163424e-06
LINC01134,Immature  B cell,-0.276559456220473,1.48797298163362e-06
LINC01134,Immature dendritic cell,-0.253036086934392,1.1214725845008e-05
LINC01134,Macrophage,-0.334764502561113,4.36898781784931e-09
LINC01134,Mast cell,-0.264561325578275,4.26682054627706e-06
LINC01134,MDSC,-0.219459829629321,0.000146230917267172
LINC01134,Memory B cell,-0.21108566193312,0.000262373304250121
LINC01134,Monocyte,-0.294452541910169,2.82082876050469e-07
LINC01134,Natural killer cell,-0.308240443833664,7.25141315625349e-08
LINC01134,Natural killer T cell,-0.264550683194751,4.27071709779528e-06
LINC01134,Neutrophil,-0.247160103092306,1.80470590348823e-05
LINC01134,Plasmacytoid dendritic cell,-0.27896278404753,1.19781681833232e-06
LINC01134,Regulatory T cell,-0.185151098710421,0.00139851109976979
LINC01134,T follicular helper cell,-0.236675041759787,4.10137998403686e-05
LINC01134,Type 1 T helper cell,-0.294883327086717,2.70638533079648e-07
LINC01134,Type 17 T helper cell,-0.277831452407724,1.32691511044463e-06
LINC01134,Type 2 T helper cell,-0.194107821226465,0.000803023261712759
NIFK-AS1,Activated B cell,-0.201417287857966,0.000501509950125249
NIFK-AS1,Activated CD4 T cell,-0.311800089766191,5.04988926632473e-08
NIFK-AS1,Activated CD8 T cell,-0.255917396595363,8.84436129552853e-06
NIFK-AS1,Activated dendritic cell,-0.185427337969711,0.00137528149572624
NIFK-AS1,CD56bright natural killer cell,-0.382658004691903,1.30421378028926e-11
NIFK-AS1,CD56dim natural killer cell,-0.262255167339913,5.19543934431879e-06
NIFK-AS1,Central memory CD4 T cell,-0.166342305325356,0.00414790986545066
NIFK-AS1,Central memory CD8 T cell,-0.338614269122744,2.84200493384407e-09
NIFK-AS1,Effector memeory CD4 T cell,-0.288826885437055,4.81577639304358e-07
NIFK-AS1,Effector memeory CD8 T cell,-0.149693453083284,0.00996237702553838
NIFK-AS1,Eosinophil,-0.277130443232138,1.41348659430707e-06
NIFK-AS1,Gamma delta T cell,-0.340343425089188,2.3383723195174e-09
NIFK-AS1,Immature  B cell,-0.278011447502973,1.30551983665859e-06
NIFK-AS1,Immature dendritic cell,-0.324421031200692,1.34835448475645e-08
NIFK-AS1,Macrophage,-0.323613135477542,1.46989474096182e-08
NIFK-AS1,Mast cell,-0.254338159422905,1.00770910262957e-05
NIFK-AS1,MDSC,-0.270366977146638,2.57853760975069e-06
NIFK-AS1,Memory B cell,-0.300830568627179,1.51755975946337e-07
NIFK-AS1,Monocyte,-0.262964505337387,4.89103550945145e-06
NIFK-AS1,Natural killer cell,-0.388263301822624,6.08139412757099e-12
NIFK-AS1,Natural killer T cell,-0.329509478662021,7.78500248617944e-09
NIFK-AS1,Neutrophil,-0.350133029794047,7.57531262255708e-10
NIFK-AS1,Plasmacytoid dendritic cell,-0.271446947718134,2.34497749495139e-06
NIFK-AS1,Regulatory T cell,-0.160190544936308,0.00578735176674907
NIFK-AS1,T follicular helper cell,-0.299622889453398,1.70846859818527e-07
NIFK-AS1,Type 1 T helper cell,-0.350091385684606,7.61236124225459e-10
NIFK-AS1,Type 17 T helper cell,-0.409585085856272,2.37733175375552e-13
NIFK-AS1,Type 2 T helper cell,-0.259383111925485,6.62283321496967e-06
RP11-443B7.1,Activated B cell,-0.205683495514004,0.000378156543645889
RP11-443B7.1,Activated CD4 T cell,-0.422462369919997,1.29073652310536e-14
RP11-443B7.1,Activated CD8 T cell,-0.307652799178223,7.69434898870985e-08
RP11-443B7.1,Activated dendritic cell,-0.22289546865818,0.000114318886850791
RP11-443B7.1,CD56bright natural killer cell,-0.433375902867428,0
RP11-443B7.1,CD56dim natural killer cell,-0.291133969100071,3.87247294684797e-07
RP11-443B7.1,Central memory CD4 T cell,-0.207022584988687,0.000345688911639403
RP11-443B7.1,Central memory CD8 T cell,-0.205791307486223,0.000375440983239433
RP11-443B7.1,Effector memeory CD4 T cell,-0.212146661299204,0.0002439376547308
RP11-443B7.1,Effector memeory CD8 T cell,-0.234915346779754,4.69084154460626e-05
RP11-443B7.1,Eosinophil,-0.251915860390437,1.22902276442687e-05
RP11-443B7.1,Gamma delta T cell,-0.371462679937256,5.61800123874685e-11
RP11-443B7.1,Immature  B cell,-0.250793320284846,1.34658300404681e-05
RP11-443B7.1,Immature dendritic cell,-0.279465289634781,1.14441742116354e-06
RP11-443B7.1,Macrophage,-0.341810223166155,1.97992516463047e-09
RP11-443B7.1,Mast cell,-0.272739303247778,2.09203286532927e-06
RP11-443B7.1,MDSC,-0.290774904334226,4.00660855270856e-07
RP11-443B7.1,Memory B cell,-0.326312599193955,1.10059238974966e-08
RP11-443B7.1,Monocyte,-0.345770115261641,1.25797085625538e-09
RP11-443B7.1,Natural killer cell,-0.363923245279177,1.44411871422251e-10
RP11-443B7.1,Natural killer T cell,-0.293164350791469,3.19149642671623e-07
RP11-443B7.1,Neutrophil,-0.23590046132419,4.35165936972058e-05
RP11-443B7.1,Plasmacytoid dendritic cell,-0.329687160195635,7.63574902496549e-09
RP11-443B7.1,Regulatory T cell,-0.120109015024269,0.0389587426541558
RP11-443B7.1,T follicular helper cell,-0.296257119985934,2.37048709890705e-07
RP11-443B7.1,Type 1 T helper cell,-0.390097956199651,4.71119692943021e-12
RP11-443B7.1,Type 17 T helper cell,-0.322266642605626,1.69636592914708e-08
RP11-443B7.1,Type 2 T helper cell,-0.309309772021636,6.50770028165648e-08
LSAMP-AS1,Activated B cell,-0.164055017866484,0.00465823748520556
LSAMP-AS1,Activated CD4 T cell,-0.302194383108212,1.14782837188629e-07
LSAMP-AS1,Activated CD8 T cell,-0.300868478939457,1.31164794213392e-07
LSAMP-AS1,Activated dendritic cell,-0.303446548640089,1.01132997195815e-07
LSAMP-AS1,CD56bright natural killer cell,-0.243763237975682,2.23269272755041e-05
LSAMP-AS1,CD56dim natural killer cell,-0.285848521502082,5.67776531879548e-07
LSAMP-AS1,Central memory CD4 T cell,-0.0840087130636791,0.149365909660198
LSAMP-AS1,Central memory CD8 T cell,-0.167538820635174,0.00384372543068166
LSAMP-AS1,Effector memeory CD4 T cell,-0.198631018321714,0.000587697809383658
LSAMP-AS1,Effector memeory CD8 T cell,-0.242802316871219,2.41053616675428e-05
LSAMP-AS1,Eosinophil,-0.113666949333713,0.0507412324377671
LSAMP-AS1,Gamma delta T cell,-0.285823014426432,5.69150606919788e-07
LSAMP-AS1,Immature  B cell,-0.181943361901882,0.00167052361617905
LSAMP-AS1,Immature dendritic cell,-0.277823995502795,1.2004449020936e-06
LSAMP-AS1,Macrophage,-0.32452420466168,1.09625981791464e-08
LSAMP-AS1,Mast cell,-0.175183986854803,0.00248920546732933
LSAMP-AS1,MDSC,-0.294482434726882,2.47084468484193e-07
LSAMP-AS1,Memory B cell,-0.132528272363882,0.0225766703314748
LSAMP-AS1,Monocyte,-0.304125964382385,9.43953349084124e-08
LSAMP-AS1,Natural killer cell,-0.220079222587738,0.000134935848696501
LSAMP-AS1,Natural killer T cell,-0.243231763272152,2.32945941855274e-05
LSAMP-AS1,Neutrophil,-0.207790377304891,0.000319201346256542
LSAMP-AS1,Plasmacytoid dendritic cell,-0.261103875532137,5.30353202114857e-06
LSAMP-AS1,Regulatory T cell,-0.131416627630581,0.0237452691764967
LSAMP-AS1,T follicular helper cell,-0.300714045190525,1.33213130971049e-07
LSAMP-AS1,Type 1 T helper cell,-0.304933379267941,8.69496478421468e-08
LSAMP-AS1,Type 17 T helper cell,-0.30497187176392,8.66091949424614e-08
LSAMP-AS1,Type 2 T helper cell,-0.186210463775513,0.00128941932916427
HMGN3-AS1,Activated B cell,-0.119776324861071,0.0395065008294071
HMGN3-AS1,Activated CD4 T cell,-0.178490354761541,0.00208003597715979
HMGN3-AS1,Activated CD8 T cell,-0.304358750121462,1.07029963312067e-07
HMGN3-AS1,Activated dendritic cell,-0.219128064890777,0.000149719611938414
HMGN3-AS1,CD56bright natural killer cell,-0.247795869829768,1.71509605966542e-05
HMGN3-AS1,CD56dim natural killer cell,-0.1625142862431,0.00510976073435267
HMGN3-AS1,Central memory CD4 T cell,-0.229964324879579,6.80808537659433e-05
HMGN3-AS1,Central memory CD8 T cell,-0.305822771924467,9.2472298088882e-08
HMGN3-AS1,Effector memeory CD4 T cell,-0.17882628391103,0.00203944990930198
HMGN3-AS1,Effector memeory CD8 T cell,-0.224812485829435,9.94843710104095e-05
HMGN3-AS1,Eosinophil,-0.17469194926822,0.00259313741532344
HMGN3-AS1,Gamma delta T cell,-0.238536533451788,3.55437926690002e-05
HMGN3-AS1,Immature  B cell,-0.167234877404369,0.00394861353559655
HMGN3-AS1,Immature dendritic cell,-0.22754850381969,8.14192493005375e-05
HMGN3-AS1,Macrophage,-0.15873346381821,0.00625236081516268
HMGN3-AS1,Mast cell,-0.26645890883179,3.62372613984671e-06
HMGN3-AS1,MDSC,-0.252038016444796,1.21683521008491e-05
HMGN3-AS1,Memory B cell,-0.218537181249046,0.000156127126074762
HMGN3-AS1,Monocyte,-0.167779952525715,0.00383120853189961
HMGN3-AS1,Natural killer cell,-0.263919080868233,4.50814867476741e-06
HMGN3-AS1,Natural killer T cell,-0.325458432238093,1.20647200200529e-08
HMGN3-AS1,Neutrophil,-0.237439905236515,3.86763469814905e-05
HMGN3-AS1,Plasmacytoid dendritic cell,-0.156559178593077,0.00700865920672528
HMGN3-AS1,Regulatory T cell,-0.149232591605473,0.0101954302361338
HMGN3-AS1,T follicular helper cell,-0.258998597981649,6.84017160699081e-06
HMGN3-AS1,Type 1 T helper cell,-0.306578381154652,8.57254843483082e-08
HMGN3-AS1,Type 17 T helper cell,-0.280372205795935,1.05376399636509e-06
HMGN3-AS1,Type 2 T helper cell,-0.224905953719513,9.8809527961685e-05
LPP-AS2,Activated B cell,-0.0800020359342393,0.169724744891898
LPP-AS2,Activated CD4 T cell,-0.2575304117677,7.73419068826421e-06
LPP-AS2,Activated CD8 T cell,-0.264243442209544,4.3846842378603e-06
LPP-AS2,Activated dendritic cell,-0.229478014223777,7.05881078596374e-05
LPP-AS2,CD56bright natural killer cell,-0.342508918780105,1.82849604504842e-09
LPP-AS2,CD56dim natural killer cell,-0.252720979839624,1.15078461367352e-05
LPP-AS2,Central memory CD4 T cell,-0.261774871944363,5.41172068758712e-06
LPP-AS2,Central memory CD8 T cell,-0.304380497600837,1.06798377637478e-07
LPP-AS2,Effector memeory CD4 T cell,-0.116253233202386,0.0457173865267076
LPP-AS2,Effector memeory CD8 T cell,-0.276439151015422,1.50413945892019e-06
LPP-AS2,Eosinophil,-0.190556041403499,0.0010035253391225
LPP-AS2,Gamma delta T cell,-0.291198748825867,3.84873728492831e-07
LPP-AS2,Immature  B cell,-0.133931157659971,0.0212352176885582
LPP-AS2,Immature dendritic cell,-0.299008870195311,1.81419816508617e-07
LPP-AS2,Macrophage,-0.101569520213588,0.0810613964419922
LPP-AS2,Mast cell,-0.196164114808183,0.000704574889051295
LPP-AS2,MDSC,-0.25543756391214,9.20285430471464e-06
LPP-AS2,Memory B cell,-0.233155189087392,5.3598725831934e-05
LPP-AS2,Monocyte,-0.195279408838731,0.000745476106031416
LPP-AS2,Natural killer cell,-0.275317999046813,1.66310756010439e-06
LPP-AS2,Natural killer T cell,-0.309587862130235,6.3266877697562e-08
LPP-AS2,Neutrophil,-0.277305348491789,1.39139359190821e-06
LPP-AS2,Plasmacytoid dendritic cell,-0.180748390917882,0.00182082176855777
LPP-AS2,Regulatory T cell,-0.0436166520912284,0.454485326098542
LPP-AS2,T follicular helper cell,-0.257984332560604,7.44653990741106e-06
LPP-AS2,Type 1 T helper cell,-0.268962645233832,2.91565352575164e-06
LPP-AS2,Type 17 T helper cell,-0.305416973213583,9.63040402934708e-08
LPP-AS2,Type 2 T helper cell,-0.298777976744078,1.85556339923559e-07
RP11-710C12.1,Activated B cell,0.109414589020599,0.060091295545286
RP11-710C12.1,Activated CD4 T cell,-0.1081881698557,0.0630379531792687
RP11-710C12.1,Activated CD8 T cell,-0.144954370196974,0.0125412826126251
RP11-710C12.1,Activated dendritic cell,-0.0869290808831658,0.135677606944695
RP11-710C12.1,CD56bright natural killer cell,-0.229704538479684,6.64283343919361e-05
RP11-710C12.1,CD56dim natural killer cell,-0.227458995296415,7.85847631032999e-05
RP11-710C12.1,Central memory CD4 T cell,-0.167509516547695,0.00385000239442324
RP11-710C12.1,Central memory CD8 T cell,-0.214494025746938,0.000200769910120787
RP11-710C12.1,Effector memeory CD4 T cell,0.0470562296182429,0.419892713230226
RP11-710C12.1,Effector memeory CD8 T cell,-0.0892553673768575,0.125480628185084
RP11-710C12.1,Eosinophil,-0.131244202358469,0.0239311272745045
